period,temperature,hours before sunrise,hours before sunset,demand
39679,10.7,-6.933333333,1.13333333,1030
39680,10.8,-7.433333333,0.63333333,1153
39681,10.9,-7.933333333,0.13333333,1335
39682,11,-8.433333333,-0.36666667,1603
39683,11.2,-8.933333333,-0.86666667,1786
39684,11.2,-9.433333333,-1.36666667,1872
39685,11.2,-9.933333333,-1.86666667,1929
39686,10.9,-10.43333333,-2.36666667,1934
39687,10.6,-10.93333333,-2.86666667,1857
39688,10.6,-11.43333333,-3.36666667,1779
39689,10.1,-11.93333333,-3.86666667,1731
39690,10.1,-12.43333333,-4.36666667,1691
39691,8.3,-12.93333333,-4.86666667,1588
39692,8.3,-13.43333333,-5.36666667,1513
39693,7,-13.93333333,-5.86666667,1432
39694,7,-14.43333333,-6.36666667,1286
39695,6.3,-14.93333333,-6.86666667,1080
39696,5.8,-15.43333333,-7.36666667,870
39697,5.2,8.066666667,16.15,743
39698,4.2,7.566666667,15.65,711
39699,3.2,7.066666667,15.15,632
39700,3.2,6.566666667,14.65,585
39701,2.7,6.066666667,14.15,484
39702,2.5,5.566666667,13.65,474
39703,2.3,5.066666667,13.15,470
39704,3.3,4.566666667,12.65,487
39705,4.3,4.066666667,12.15,523
39706,4.3,3.566666667,11.65,536
39707,4.3,3.066666667,11.15,522
39708,4,2.566666667,10.65,536
39709,3.7,2.066666667,10.15,584
39710,4.7,1.566666667,9.65,686
39711,4.7,1.066666667,9.15,765
39712,5.1,0.566666667,8.65,836
39713,5.1,0.066666667,8.15,998
39714,6.1,-0.433333333,7.65,1153
39715,7.5,-0.933333333,7.15,1193
39716,7.5,-1.433333333,6.65,1230
39717,7.5,-1.933333333,6.15,1279
39718,7.8,-2.433333333,5.65,1293
39719,8.1,-2.933333333,5.15,1303
39720,9,-3.433333333,4.65,1308
39721,9.9,-3.933333333,4.15,1371
39722,10.6,-4.433333333,3.65,1353
39723,10.6,-4.933333333,3.15,1385
39724,10.6,-5.433333333,2.65,1374
39725,10.5,-5.933333333,2.15,1327
39726,10.6,-6.433333333,1.65,1326
39727,10.7,-6.933333333,1.15,1339
39728,10.7,-7.433333333,0.65,1435
39729,10.6,-7.933333333,0.15,1591
39730,9.5,-8.433333333,-0.35,1772
39731,7.2,-8.933333333,-0.85,1880
39732,6.9,-9.433333333,-1.35,1966
39733,6.5,-9.933333333,-1.85,1999
39734,6.5,-10.43333333,-2.35,1969
39735,6.3,-10.93333333,-2.85,1896
39736,6.1,-11.43333333,-3.35,1820
39737,5.9,-11.93333333,-3.85,1768
39738,5.6,-12.43333333,-4.35,1659
39739,5.2,-12.93333333,-4.85,1548
39740,5.2,-13.43333333,-5.35,1507
39741,5.2,-13.93333333,-5.85,1447
39742,5.2,-14.43333333,-6.35,1310
39743,5.3,-14.93333333,-6.85,1129
39744,5.4,-15.43333333,-7.35,958
39745,5.4,8.05,16.16666667,798
39746,5.8,7.55,15.66666667,756
39747,6.2,7.05,15.16666667,673
39748,6.2,6.55,14.66666667,609
39749,6,6.05,14.16666667,504
39750,6.7,5.55,13.66666667,492
39751,7.4,5.05,13.16666667,467
39752,7.5,4.55,12.66666667,493
39753,7.6,4.05,12.16666667,511
39754,7.6,3.55,11.66666667,541
39755,8.4,3.05,11.16666667,546
39756,9,2.55,10.66666667,569
39757,9.5,2.05,10.16666667,580
39758,9.7,1.55,9.66666667,649
39759,9.7,1.05,9.16666667,745
39760,10,0.55,8.66666667,815
39761,10,0.05,8.16666667,967
39762,10.1,-0.45,7.66666667,1117
39763,10.1,-0.95,7.16666667,1233
39764,10,-1.45,6.66666667,1311
39765,10,-1.95,6.16666667,1353
39766,10.1,-2.45,5.66666667,1384
39767,10.1,-2.95,5.16666667,1410
39768,10.3,-3.45,4.66666667,1456
39769,10.4,-3.95,4.16666667,1559
39770,10.5,-4.45,3.66666667,1625
39771,10.5,-4.95,3.16666667,1563
39772,10.5,-5.45,2.66666667,1482
39773,10.4,-5.95,2.16666667,1456
39774,10.3,-6.45,1.66666667,1452
39775,10.1,-6.95,1.16666667,1462
39776,10.1,-7.45,0.66666667,1568
39777,10,-7.95,0.16666667,1796
39778,9.9,-8.45,-0.33333333,1983
39779,9.7,-8.95,-0.83333333,2083
39780,9.8,-9.45,-1.33333333,2141
39781,9.9,-9.95,-1.83333333,2143
39782,9.9,-10.45,-2.33333333,2075
39783,9.9,-10.95,-2.83333333,1961
39784,9.9,-11.45,-3.33333333,1859
39785,9.5,-11.95,-3.83333333,1803
39786,9.5,-12.45,-4.33333333,1728
39787,9.4,-12.95,-4.83333333,1660
39788,9.4,-13.45,-5.33333333,1566
39789,9.3,-13.95,-5.83333333,1442
39790,9.3,-14.45,-6.33333333,1236
39791,9.7,-14.95,-6.83333333,993
39792,9.7,-15.45,-7.33333333,812
39793,9.7,8.05,16.2,659
39794,9.8,7.55,15.7,624
39795,9.9,7.05,15.2,579
39796,9.9,6.55,14.7,517
39797,10.2,6.05,14.2,449
39798,10.3,5.55,13.7,473
39799,10.3,5.05,13.2,445
39800,9.7,4.55,12.7,450
39801,9.1,4.05,12.2,450
39802,8.9,3.55,11.7,486
39803,8.7,3.05,11.2,498
39804,8,2.55,10.7,581
39805,7.3,2.05,10.2,714
39806,6.5,1.55,9.7,958
39807,6.5,1.05,9.2,1130
39808,6,0.55,8.7,1154
39809,5.5,0.05,8.2,1105
39810,5.6,-0.45,7.7,992
39811,5.8,-0.95,7.2,950
39812,6.3,-1.45,6.7,934
39813,6.7,-1.95,6.2,939
39814,7.6,-2.45,5.7,933
39815,8.4,-2.95,5.2,947
39816,8.8,-3.45,4.7,958
39817,9.2,-3.95,4.2,1029
39818,9.3,-4.45,3.7,1044
39819,9.3,-4.95,3.2,1011
39820,9.3,-5.45,2.7,1013
39821,9.1,-5.95,2.2,1024
39822,9.2,-6.45,1.7,1026
39823,9.3,-6.95,1.2,1053
39824,9.7,-7.45,0.7,1158
39825,10.3,-7.95,0.2,1357
39826,10.9,-8.45,-0.3,1590
39827,11.4,-8.95,-0.8,1795
39828,11.8,-9.45,-1.3,1899
39829,12.1,-9.95,-1.8,1972
39830,12.1,-10.45,-2.3,1966
39831,12.1,-10.95,-2.8,1875
39832,12.2,-11.45,-3.3,1772
39833,12.2,-11.95,-3.8,1721
39834,12.3,-12.45,-4.3,1687
39835,12.3,-12.95,-4.8,1584
39836,12.3,-13.45,-5.3,1504
39837,12.5,-13.95,-5.8,1406
39838,12.5,-14.45,-6.3,1229
39839,12.4,-14.95,-6.8,949
39840,12.4,-15.45,-7.3,755
39841,12.4,8.033333333,16.21666667,643
39842,12.4,7.533333333,15.71666667,609
39843,12.3,7.033333333,15.21666667,567
39844,12.3,6.533333333,14.71666667,515
39845,12.4,6.033333333,14.21666667,448
39846,12.1,5.533333333,13.71666667,468
39847,11.8,5.033333333,13.21666667,449
39848,12,4.533333333,12.71666667,460
39849,12.2,4.033333333,12.21666667,477
39850,12.2,3.533333333,11.71666667,497
39851,12.3,3.033333333,11.21666667,517
39852,12.5,2.533333333,10.71666667,570
39853,12.5,2.033333333,10.21666667,710
39854,12.4,1.533333333,9.71666667,933
39855,12.4,1.033333333,9.21666667,1095
39856,12.2,0.533333333,8.71666667,1139
39857,12.2,0.033333333,8.21666667,1100
39858,12.2,-0.466666667,7.71666667,980
39859,12.2,-0.966666667,7.21666667,911
39860,12.2,-1.466666667,6.71666667,892
39861,12.2,-1.966666667,6.21666667,890
39862,12.3,-2.466666667,5.71666667,889
39863,12.3,-2.966666667,5.21666667,892
39864,12.4,-3.466666667,4.71666667,912
39865,12.4,-3.966666667,4.21666667,955
39866,12.9,-4.466666667,3.71666667,992
39867,12.9,-4.966666667,3.21666667,948
39868,12.9,-5.466666667,2.71666667,939
39869,12.5,-5.966666667,2.21666667,944
39870,12.4,-6.466666667,1.71666667,963
39871,12.3,-6.966666667,1.21666667,998
39872,12.3,-7.466666667,0.71666667,1121
39873,12.2,-7.966666667,0.21666667,1306
39874,12.1,-8.466666667,-0.28333333,1560
39875,12,-8.966666667,-0.78333333,1749
39876,12,-9.466666667,-1.28333333,1875
39877,12.2,-9.966666667,-1.78333333,1942
39878,12.2,-10.46666667,-2.28333333,1961
39879,12.1,-10.96666667,-2.78333333,1877
39880,12.1,-11.46666667,-3.28333333,1762
39881,12.3,-11.96666667,-3.78333333,1743
39882,12.3,-12.46666667,-4.28333333,1692
39883,12.2,-12.96666667,-4.78333333,1586
39884,12.3,-13.46666667,-5.28333333,1518
39885,12.3,-13.96666667,-5.78333333,1448
39886,12.4,-14.46666667,-6.28333333,1250
39887,12.4,-14.96666667,-6.78333333,978
39888,12.4,-15.46666667,-7.28333333,764
39889,12.5,8.033333333,16.23333333,645
39890,12.3,7.533333333,15.73333333,613
39891,12.1,7.033333333,15.23333333,566
39892,12.1,6.533333333,14.73333333,510
39893,12.5,6.033333333,14.23333333,429
39894,12.5,5.533333333,13.73333333,452
39895,12.2,5.033333333,13.23333333,430
39896,11.9,4.533333333,12.73333333,441
39897,11.5,4.033333333,12.23333333,450
39898,11.5,3.533333333,11.73333333,466
39899,11.4,3.033333333,11.23333333,491
39900,11.2,2.533333333,10.73333333,553
39901,10.9,2.033333333,10.23333333,684
39902,9.3,1.533333333,9.73333333,914
39903,9.3,1.033333333,9.23333333,1089
39904,9.4,0.533333333,8.73333333,1124
39905,9.4,0.033333333,8.23333333,1123
39906,9.7,-0.466666667,7.73333333,992
39907,9.9,-0.966666667,7.23333333,934
39908,10.3,-1.466666667,6.73333333,900
39909,10.6,-1.966666667,6.23333333,893
39910,10.8,-2.466666667,5.73333333,874
39911,10.9,-2.966666667,5.23333333,904
39912,10.1,-3.466666667,4.73333333,905
39913,9.7,-3.966666667,4.23333333,960
39914,8.9,-4.466666667,3.73333333,998
39915,8.9,-4.966666667,3.23333333,935
39916,8.9,-5.466666667,2.73333333,887
39917,8.6,-5.966666667,2.23333333,892
39918,8.5,-6.466666667,1.73333333,890
39919,8.4,-6.966666667,1.23333333,918
39920,8.1,-7.466666667,0.73333333,1030
39921,7.7,-7.966666667,0.23333333,1192
39922,7.2,-8.466666667,-0.26666667,1518
39923,6.6,-8.966666667,-0.76666667,1768
39924,6.3,-9.466666667,-1.26666667,1883
39925,5.9,-9.966666667,-1.76666667,1948
39926,5.9,-10.46666667,-2.26666667,1941
39927,4.9,-10.96666667,-2.76666667,1890
39928,4.9,-11.46666667,-3.26666667,1776
39929,4.8,-11.96666667,-3.76666667,1770
39930,4.8,-12.46666667,-4.26666667,1712
39931,4.8,-12.96666667,-4.76666667,1638
39932,4.5,-13.46666667,-5.26666667,1550
39933,4.1,-13.96666667,-5.76666667,1475
39934,4.3,-14.46666667,-6.26666667,1268
39935,4.5,-14.96666667,-6.76666667,1008
39936,3.5,-15.46666667,-7.26666667,785
39937,5.5,8.016666667,16.26666667,660
39938,6.4,7.516666667,15.76666667,622
39939,7.3,7.016666667,15.26666667,574
39940,7.8,6.516666667,14.76666667,536
39941,8.3,6.016666667,14.26666667,454
39942,8.3,5.516666667,13.76666667,481
39943,8.9,5.016666667,13.26666667,460
39944,9.1,4.516666667,12.76666667,471
39945,9.2,4.016666667,12.26666667,482
39946,9.4,3.516666667,11.76666667,492
39947,9.6,3.016666667,11.26666667,527
39948,9.5,2.516666667,10.76666667,593
39949,9.3,2.016666667,10.26666667,736
39950,9,1.516666667,9.76666667,969
39951,9,1.016666667,9.26666667,1151
39952,9.4,0.516666667,8.76666667,1208
39953,9.7,0.016666667,8.26666667,1154
39954,9.8,-0.483333333,7.76666667,1049
39955,9.8,-0.983333333,7.26666667,999
39956,10.1,-1.483333333,6.76666667,957
39957,10.3,-1.983333333,6.26666667,952
39958,10.6,-2.483333333,5.76666667,928
39959,10.9,-2.983333333,5.26666667,942
39960,11.4,-3.483333333,4.76666667,963
39961,11.7,-3.983333333,4.26666667,1038
39962,12.1,-4.483333333,3.76666667,1045
39963,12.1,-4.983333333,3.26666667,1019
39964,12.1,-5.483333333,2.76666667,981
39965,11.6,-5.983333333,2.26666667,966
39966,11.7,-6.483333333,1.76666667,964
39967,11.8,-6.983333333,1.26666667,979
39968,11.3,-7.483333333,0.76666667,1098
39969,10.7,-7.983333333,0.26666667,1277
39970,10.4,-8.483333333,-0.23333333,1540
39971,9.9,-8.983333333,-0.73333333,1760
39972,9.6,-9.483333333,-1.23333333,1884
39973,9.3,-9.983333333,-1.73333333,1959
39974,9.3,-10.48333333,-2.23333333,1982
39975,9.5,-10.98333333,-2.73333333,1907
39976,9.4,-11.48333333,-3.23333333,1776
39977,9.3,-11.98333333,-3.73333333,1784
39978,9.2,-12.48333333,-4.23333333,1725
39979,9,-12.98333333,-4.73333333,1626
39980,8.9,-13.48333333,-5.23333333,1550
39981,8.7,-13.98333333,-5.73333333,1480
39982,8.3,-14.48333333,-6.23333333,1275
39983,7.9,-14.98333333,-6.73333333,1025
39984,7.7,-15.48333333,-7.23333333,798
39985,7.7,8.016666667,16.28333333,670
39986,7.8,7.516666667,15.78333333,630
39987,7.8,7.016666667,15.28333333,592
39988,7.8,6.516666667,14.78333333,534
39989,7.8,6.016666667,14.28333333,460
39990,7.8,5.516666667,13.78333333,486
39991,7.7,5.016666667,13.28333333,461
39992,7.7,4.516666667,12.78333333,473
39993,7.7,4.016666667,12.28333333,479
39994,7.7,3.516666667,11.78333333,505
39995,8.2,3.016666667,11.28333333,525
39996,8.2,2.516666667,10.78333333,576
39997,8.2,2.016666667,10.28333333,695
39998,9,1.516666667,9.78333333,941
39999,9,1.016666667,9.28333333,1169
40000,9.4,0.516666667,8.78333333,1166
40001,9.4,0.016666667,8.28333333,1127
40002,9.7,-0.483333333,7.78333333,1022
40003,10,-0.983333333,7.28333333,975
40004,10.3,-1.483333333,6.78333333,981
40005,10.5,-1.983333333,6.28333333,1017
40006,10.9,-2.483333333,5.78333333,973
40007,11.3,-2.983333333,5.28333333,959
40008,11.5,-3.483333333,4.78333333,969
40009,11.6,-3.983333333,4.28333333,1062
40010,12.1,-4.483333333,3.78333333,1073
40011,12.1,-4.983333333,3.28333333,979
40012,12.1,-5.483333333,2.78333333,949
40013,12.3,-5.983333333,2.28333333,939
40014,12.2,-6.483333333,1.78333333,957
40015,12,-6.983333333,1.28333333,963
40016,11.9,-7.483333333,0.78333333,1072
40017,11.8,-7.983333333,0.28333333,1254
40018,11.8,-8.483333333,-0.21666667,1538
40019,11.8,-8.983333333,-0.71666667,1759
40020,11.9,-9.483333333,-1.21666667,1850
40021,11.9,-9.983333333,-1.71666667,1926
40022,11.9,-10.48333333,-2.21666667,1927
40023,11.7,-10.98333333,-2.71666667,1840
40024,11.8,-11.48333333,-3.21666667,1764
40025,11.8,-11.98333333,-3.71666667,1725
40026,11.6,-12.48333333,-4.21666667,1662
40027,11.4,-12.98333333,-4.71666667,1573
40028,11.4,-13.48333333,-5.21666667,1500
40029,11.4,-13.98333333,-5.71666667,1421
40030,11.4,-14.48333333,-6.21666667,1271
40031,11.3,-14.98333333,-6.71666667,1050
40032,11.3,-15.48333333,-7.21666667,855
40033,11.3,8,16.31666667,730
40034,11.3,7.5,15.81666667,689
40035,11.1,7,15.31666667,633
40036,11.1,6.5,14.81666667,573
40037,11.2,6,14.31666667,469
40038,11.2,5.5,13.81666667,465
40039,10.9,5,13.31666667,460
40040,10.7,4.5,12.81666667,475
40041,10.5,4,12.31666667,512
40042,10.6,3.5,11.81666667,521
40043,10.7,3,11.31666667,517
40044,10.6,2.5,10.81666667,520
40045,10.4,2,10.31666667,580
40046,10.1,1.5,9.81666667,667
40047,10.1,1,9.31666667,747
40048,10,0.5,8.81666667,819
40049,10,0,8.31666667,984
40050,10.1,-0.5,7.81666667,1133
40051,10.2,-1,7.31666667,1167
40052,10.5,-1.5,6.81666667,1199
40053,10.7,-2,6.31666667,1239
40054,10.8,-2.5,5.81666667,1228
40055,10.8,-3,5.31666667,1234
40056,11,-3.5,4.81666667,1230
40057,11.2,-4,4.31666667,1261
40058,10.8,-4.5,3.81666667,1245
40059,10.8,-5,3.31666667,1288
40060,10.8,-5.5,2.81666667,1273
40061,10.7,-6,2.31666667,1215
40062,10.5,-6.5,1.81666667,1223
40063,10.2,-7,1.31666667,1230
40064,10.2,-7.5,0.81666667,1306
40065,10.2,-8,0.31666667,1442
40066,10.3,-8.5,-0.18333333,1680
40067,10.5,-9,-0.68333333,1811
40068,10.6,-9.5,-1.18333333,1923
40069,10.6,-10,-1.68333333,1959
40070,10.6,-10.5,-2.18333333,1924
40071,10.6,-11,-2.68333333,1859
40072,10.8,-11.5,-3.18333333,1772
40073,10.9,-12,-3.68333333,1705
40074,10.7,-12.5,-4.18333333,1596
40075,10.5,-13,-4.68333333,1484
40076,10.5,-13.5,-5.18333333,1462
40077,9.4,-14,-5.68333333,1394
40078,9.1,-14.5,-6.18333333,1254
40079,8.5,-15,-6.68333333,1083
40080,9.5,-15.5,-7.18333333,918
40081,7.5,7.983333333,16.33333333,768
40082,7.5,7.483333333,15.83333333,737
40083,6.8,6.983333333,15.33333333,658
40084,6.5,6.483333333,14.83333333,600
40085,6.1,5.983333333,14.33333333,492
40086,6.1,5.483333333,13.83333333,477
40087,5.8,4.983333333,13.33333333,462
40088,5.8,4.483333333,12.83333333,483
40089,4.8,3.983333333,12.33333333,495
40090,4.6,3.483333333,11.83333333,525
40091,4.4,2.983333333,11.33333333,536
40092,4.3,2.483333333,10.83333333,559
40093,4.2,1.983333333,10.33333333,574
40094,4,1.483333333,9.83333333,650
40095,4,0.983333333,9.33333333,748
40096,7.4,0.483333333,8.83333333,827
40097,7.4,-0.016666667,8.33333333,977
40098,7.4,-0.516666667,7.83333333,1118
40099,7.4,-1.016666667,7.33333333,1213
40100,7.4,-1.516666667,6.83333333,1277
40101,7.4,-2.016666667,6.33333333,1297
40102,7.4,-2.516666667,5.83333333,1302
40103,7.4,-3.016666667,5.33333333,1306
40104,8.1,-3.516666667,4.83333333,1336
40105,8.8,-4.016666667,4.33333333,1411
40106,9.7,-4.516666667,3.83333333,1446
40107,9.7,-5.016666667,3.33333333,1391
40108,9.7,-5.516666667,2.83333333,1325
40109,10.2,-6.016666667,2.33333333,1310
40110,10.2,-6.516666667,1.83333333,1292
40111,10.2,-7.016666667,1.33333333,1307
40112,9.4,-7.516666667,0.83333333,1381
40113,8.5,-8.016666667,0.33333333,1576
40114,7.9,-8.516666667,-0.16666667,1840
40115,6.6,-9.016666667,-0.66666667,2031
40116,6,-9.516666667,-1.16666667,2123
40117,5.3,-10.01666667,-1.66666667,2128
40118,4.9,-10.51666667,-2.16666667,2063
40119,4.5,-11.01666667,-2.66666667,1944
40120,4.5,-11.51666667,-3.16666667,1853
40121,4.1,-12.01666667,-3.66666667,1819
40122,4.1,-12.51666667,-4.16666667,1754
40123,2.9,-13.01666667,-4.66666667,1644
40124,3.2,-13.51666667,-5.16666667,1550
40125,3.5,-14.01666667,-5.66666667,1434
40126,3,-14.51666667,-6.16666667,1225
40127,1.9,-15.01666667,-6.66666667,941
40128,2.4,-15.51666667,-7.16666667,781
40129,1.4,7.966666667,16.36666667,655
40130,2.7,7.466666667,15.86666667,621
40131,3.9,6.966666667,15.36666667,577
40132,3.9,6.466666667,14.86666667,522
40133,4.6,5.966666667,14.36666667,455
40134,4,5.466666667,13.86666667,482
40135,3.4,4.966666667,13.36666667,460
40136,3.4,4.466666667,12.86666667,464
40137,4.1,3.966666667,12.36666667,469
40138,4.5,3.466666667,11.86666667,494
40139,4.8,2.966666667,11.36666667,514
40140,5.7,2.466666667,10.86666667,586
40141,6.5,1.966666667,10.36666667,740
40142,6.8,1.466666667,9.86666667,981
40143,6.8,0.966666667,9.36666667,1162
40144,7,0.466666667,8.86666667,1179
40145,7,-0.033333333,8.36666667,1115
40146,7.1,-0.533333333,7.86666667,994
40147,7.1,-1.033333333,7.36666667,951
40148,7.8,-1.533333333,6.86666667,929
40149,8.4,-2.033333333,6.36666667,926
40150,8.7,-2.533333333,5.86666667,908
40151,8.9,-3.033333333,5.36666667,904
40152,9.7,-3.533333333,4.86666667,904
40153,10.1,-4.033333333,4.36666667,957
40154,9.7,-4.533333333,3.86666667,961
40155,9.7,-5.033333333,3.36666667,919
40156,9.7,-5.533333333,2.86666667,914
40157,9.4,-6.033333333,2.36666667,920
40158,8.8,-6.533333333,1.86666667,929
40159,8.1,-7.033333333,1.36666667,950
40160,8,-7.533333333,0.86666667,1033
40161,7.9,-8.033333333,0.36666667,1215
40162,7.3,-8.533333333,-0.13333333,1500
40163,6.7,-9.033333333,-0.63333333,1761
40164,7.2,-9.533333333,-1.13333333,1891
40165,7.7,-10.03333333,-1.63333333,1986
40166,8,-10.53333333,-2.13333333,1982
40167,8.2,-11.03333333,-2.63333333,1879
40168,8.2,-11.53333333,-3.13333333,1783
40169,9.1,-12.03333333,-3.63333333,1737
40170,9.1,-12.53333333,-4.13333333,1705
40171,9.4,-13.03333333,-4.63333333,1598
40172,9.4,-13.53333333,-5.13333333,1505
40173,9.7,-14.03333333,-5.63333333,1408
40174,9.7,-14.53333333,-6.13333333,1235
40175,9.6,-15.03333333,-6.63333333,972
40176,9.8,-15.53333333,-7.13333333,758
40177,10,7.966666667,16.38333333,636
40178,10,7.466666667,15.88333333,609
40179,10.3,6.966666667,15.38333333,566
40180,10.3,6.466666667,14.88333333,520
40181,10.3,5.966666667,14.38333333,446
40182,10.2,5.466666667,13.88333333,470
40183,10.1,4.966666667,13.38333333,448
40184,10.1,4.466666667,12.88333333,456
40185,10.2,3.966666667,12.38333333,472
40186,10.3,3.466666667,11.88333333,486
40187,10.3,2.966666667,11.38333333,505
40188,10.1,2.466666667,10.88333333,562
40189,10.1,1.966666667,10.38333333,701
40190,10.1,1.466666667,9.88333333,928
40191,10.1,0.966666667,9.38333333,1128
40192,10.2,0.466666667,8.88333333,1154
40193,10.2,-0.033333333,8.38333333,1108
40194,10.3,-0.533333333,7.88333333,994
40195,10.4,-1.033333333,7.38333333,939
40196,10.3,-1.533333333,6.88333333,917
40197,10.2,-2.033333333,6.38333333,917
40198,10.1,-2.533333333,5.88333333,907
40199,10,-3.033333333,5.38333333,911
40200,9.9,-3.533333333,4.88333333,938
40201,9.9,-4.033333333,4.38333333,986
40202,9.9,-4.533333333,3.88333333,1019
40203,9.8,-5.033333333,3.38333333,968
40204,9.8,-5.533333333,2.88333333,953
40205,9.9,-6.033333333,2.38333333,953
40206,9.9,-6.533333333,1.88333333,964
40207,9.9,-7.033333333,1.38333333,997
40208,9.9,-7.533333333,0.88333333,1115
40209,9.8,-8.033333333,0.38333333,1284
40210,9.9,-8.533333333,-0.11666667,1535
40211,9.9,-9.033333333,-0.61666667,1754
40212,10,-9.533333333,-1.11666667,1883
40213,10.1,-10.03333333,-1.61666667,1951
40214,10.2,-10.53333333,-2.11666667,1976
40215,10.2,-11.03333333,-2.61666667,1878
40216,10.2,-11.53333333,-3.11666667,1778
40217,10,-12.03333333,-3.61666667,1747
40218,10,-12.53333333,-4.11666667,1687
40219,10.3,-13.03333333,-4.61666667,1599
40220,10.3,-13.53333333,-5.11666667,1525
40221,10.6,-14.03333333,-5.61666667,1442
40222,10.6,-14.53333333,-6.11666667,1237
40223,10.5,-15.03333333,-6.61666667,970
40224,10.5,-15.53333333,-7.11666667,762
40225,10.5,7.95,16.41666667,642
40226,10.5,7.45,15.91666667,615
40227,10.8,6.95,15.41666667,567
40228,10.7,6.45,14.91666667,514
40229,10.5,5.95,14.41666667,435
40230,10.7,5.45,13.91666667,457
40231,10.9,4.95,13.41666667,433
40232,10.7,4.45,12.91666667,444
40233,10.5,3.95,12.41666667,452
40234,10.7,3.45,11.91666667,463
40235,10.9,2.95,11.41666667,486
40236,11,2.45,10.91666667,548
40237,11,1.95,10.41666667,686
40238,11.1,1.45,9.91666667,938
40239,11.1,0.95,9.41666667,1102
40240,11.1,0.45,8.91666667,1130
40241,11.1,-0.05,8.41666667,1122
40242,10.9,-0.55,7.91666667,1009
40243,10.7,-1.05,7.41666667,959
40244,10.2,-1.55,6.91666667,932
40245,9.9,-2.05,6.41666667,933
40246,9.8,-2.55,5.91666667,918
40247,9.6,-3.05,5.41666667,948
40248,9.3,-3.55,4.91666667,951
40249,8.9,-4.05,4.41666667,1012
40250,8.8,-4.55,3.91666667,1051
40251,8.6,-5.05,3.41666667,975
40252,8.6,-5.55,2.91666667,918
40253,9.2,-6.05,2.41666667,910
40254,9.2,-6.55,1.91666667,895
40255,9.3,-7.05,1.41666667,920
40256,9.1,-7.55,0.91666667,1051
40257,8.9,-8.05,0.41666667,1218
40258,8.7,-8.55,-0.08333333,1496
40259,8.5,-9.05,-0.58333333,1757
40260,8.4,-9.55,-1.08333333,1881
40261,8.3,-10.05,-1.58333333,1937
40262,8.2,-10.55,-2.08333333,1939
40263,8.1,-11.05,-2.58333333,1865
40264,8.1,-11.55,-3.08333333,1762
40265,8.4,-12.05,-3.58333333,1745
40266,8.4,-12.55,-4.08333333,1686
40267,8.3,-13.05,-4.58333333,1607
40268,8.3,-13.55,-5.08333333,1519
40269,8.1,-14.05,-5.58333333,1429
40270,8.1,-14.55,-6.08333333,1239
40271,8.1,-15.05,-6.58333333,977
40272,7.2,-15.55,-7.08333333,764
40273,7.8,7.933333333,16.43333333,642
40274,8,7.433333333,15.93333333,611
40275,8.2,6.933333333,15.43333333,575
40276,8.8,6.433333333,14.93333333,524
40277,9.3,5.933333333,14.43333333,443
40278,9.3,5.433333333,13.93333333,468
40279,9.9,4.933333333,13.43333333,448
40280,10.1,4.433333333,12.93333333,459
40281,10.2,3.933333333,12.43333333,469
40282,10.3,3.433333333,11.93333333,479
40283,10.4,2.933333333,11.43333333,511
40284,11.3,2.433333333,10.93333333,577
40285,11.3,1.933333333,10.43333333,720
40286,11.6,1.433333333,9.93333333,963
40287,11.8,0.933333333,9.43333333,1151
40288,12,0.433333333,8.93333333,1187
40289,12.1,-0.066666667,8.43333333,1118
40290,12.3,-0.566666667,7.93333333,1010
40291,12.4,-1.066666667,7.43333333,961
40292,12.5,-1.566666667,6.93333333,920
40293,12.6,-2.066666667,6.43333333,924
40294,12.7,-2.566666667,5.93333333,899
40295,12.8,-3.066666667,5.43333333,918
40296,12.9,-3.566666667,4.93333333,959
40297,13,-4.066666667,4.43333333,1027
40298,13.3,-4.566666667,3.93333333,1035
40299,13.6,-5.066666667,3.43333333,983
40300,13.6,-5.566666667,2.93333333,937
40301,13.5,-6.066666667,2.43333333,917
40302,13.2,-6.566666667,1.93333333,919
40303,12.8,-7.066666667,1.43333333,937
40304,12.5,-7.566666667,0.93333333,1052
40305,12.1,-8.066666667,0.43333333,1216
40306,11.8,-8.566666667,-0.06666667,1453
40307,11.3,-9.066666667,-0.56666667,1705
40308,11.2,-9.566666667,-1.06666667,1826
40309,11.1,-10.06666667,-1.56666667,1912
40310,11.3,-10.56666667,-2.06666667,1920
40311,11.4,-11.06666667,-2.56666667,1852
40312,11.4,-11.56666667,-3.06666667,1730
40313,11.2,-12.06666667,-3.56666667,1741
40314,11.2,-12.56666667,-4.06666667,1668
40315,10.9,-13.06666667,-4.56666667,1577
40316,10.9,-13.56666667,-5.06666667,1503
40317,11,-14.06666667,-5.56666667,1429
40318,11,-14.56666667,-6.06666667,1239
40319,10.9,-15.06666667,-6.56666667,986
40320,9.1,-15.56666667,-7.06666667,772
40321,10,7.916666667,16.46666667,649
40322,10,7.416666667,15.96666667,615
40323,11.7,6.916666667,15.46666667,580
40324,11.9,6.416666667,14.96666667,520
40325,12.1,5.916666667,14.46666667,445
40326,12.4,5.416666667,13.96666667,468
40327,12.6,4.916666667,13.46666667,444
40328,12.6,4.416666667,12.96666667,455
40329,12.6,3.916666667,12.46666667,460
40330,12.6,3.416666667,11.96666667,483
40331,12.6,2.916666667,11.46666667,502
40332,12,2.416666667,10.96666667,550
